job_title,salary_usd,experience_level,employment_type,company_location,company_size,remote_ratio,required_skills,education_required,years_experience,posting_date,application_deadline,company_name,industry,benefits_score
Data Engineer,92958,Senior-Level,Full-Time,SOUTH KOREA,Medium,on-site,"azure, sql, kubernetes, spark, linux",Associate,7,19-03-2024,03-04-2024,AI Innovations,Government,6.8
Ml Ops Engineer,46075,Executive-Level,Contract,INDIA,Small,Hybrid,"scala, nlp, git",Bachelor,17,06-10-2024,30-11-2024,Algorithmic Solutions,Media,10
Data Engineer,31356,Mid-Level,Full-Time,CHINA,Small,on-site,"mathematics, python, tableau, computer vision, sql",Bachelor,4,05-03-2025,06-04-2025,AI Innovations,Real Estate,7.5
Data Engineer,169277,Executive-Level,Freelance,AUSTRIA,Medium,on-site,"sql, git, pytorch, nlp",Master,12,17-08-2024,27-10-2024,Smart Analytics,Media,7.8
Machine Learning Engineer,34533,Mid-Level,Contract,CHINA,Medium,Fully remote,"aws, tableau, tensorflow, spark",PhD,3,18-04-2024,15-05-2024,DataVision Ltd,Government,8.2
Deep Learning Engineer,72285,Entry-Level,Freelance,JAPAN,Small,Hybrid,"linux, mlops, git, java",PhD,0,24-09-2024,28-10-2024,Machine Intelligence Group,Healthcare,7.9
Machine Learning Researcher,212718,Executive-Level,Contract,FINLAND,Small,Hybrid,"sql, python, hadoop, mathematics, computer vision",PhD,17,05-04-2025,06-06-2025,Machine Intelligence Group,Education,8.6
Machine Learning Engineer,202624,Executive-Level,Contract,FRANCE,Small,Hybrid,"pytorch, hadoop, tensorflow, sql",PhD,16,30-12-2024,13-01-2025,Machine Intelligence Group,Finance,7.2
Ml Ops Engineer,71740,Mid-Level,Contract,SOUTH KOREA,Large,Hybrid,"sql, aws, computer vision, spark, linux",Associate,3,06-04-2025,13-05-2025,Cloud AI Solutions,Automotive,9.9
Autonomous Systems Engineer,232339,Executive-Level,Contract,SWITZERLAND,Large,on-site,"aws, python, kubernetes",Master,18,07-12-2024,25-01-2025,AI Innovations,Retail,7.2
Machine Learning Engineer,147817,Executive-Level,Contract,ISRAEL,Small,on-site,"scala, r, sql",Bachelor,15,13-12-2024,18-01-2025,Future Systems,Telecommunications,6.3
Data Engineer,73011,Mid-Level,Part-Time,GERMANY,Small,Hybrid,"sql, scala, tableau",Associate,3,22-11-2024,16-12-2024,Cognitive Computing,Education,7.3
Ml Ops Engineer,69151,Entry-Level,Contract,ISRAEL,Medium,Fully remote,"pytorch, python, statistics",PhD,0,09-06-2024,07-08-2024,Digital Transformation LLC,Technology,6.5
Machine Learning Engineer,200050,Senior-Level,Freelance,SWITZERLAND,Medium,Hybrid,"kubernetes, scala, data visualization, statistics, git",Associate,5,24-05-2024,16-07-2024,Autonomous Tech,Transportation,5.5
Data Engineer,68571,Mid-Level,Freelance,AUSTRALIA,Small,on-site,"mlops, azure, tableau",Bachelor,3,10-04-2025,15-05-2025,DataVision Ltd,Consulting,9.6
Ai Specialist,27494,Entry-Level,Freelance,CHINA,Small,Hybrid,"python, azure, git, r, computer vision",PhD,0,05-10-2024,07-11-2024,Cloud AI Solutions,Finance,9.1
Ai Research Scientist,54178,Senior-Level,Contract,CHINA,Medium,Fully remote,"linux, scala, pytorch",PhD,5,02-04-2025,31-05-2025,Advanced Robotics,Healthcare,7.5
Robotics Engineer,147943,Senior-Level,Contract,DENMARK,Medium,on-site,"gcp, python, mathematics, linux",Bachelor,9,19-03-2025,15-04-2025,Cloud AI Solutions,Finance,6.6
Research Scientist,246165,Senior-Level,Full-Time,SWITZERLAND,Large,Hybrid,"deep learning, data visualization, docker",Associate,8,13-08-2024,19-09-2024,DataVision Ltd,Transportation,6.4
Autonomous Systems Engineer,31203,Mid-Level,Full-Time,INDIA,Medium,Hybrid,"data visualization, sql, scala, tableau, git",Bachelor,2,27-02-2024,03-04-2024,Digital Transformation LLC,Energy,5.4
Head Of Ai,109051,Senior-Level,Part-Time,SOUTH KOREA,Small,Fully remote,"scala, aws, python",Master,7,09-11-2024,11-12-2024,DataVision Ltd,Technology,7.7
Ai Consultant,76767,Entry-Level,Freelance,NETHERLANDS,Medium,Fully remote,"tableau, scala, docker",Associate,0,22-08-2024,22-10-2024,TechCorp Inc,Transportation,5.9
Computer Vision Engineer,64846,Entry-Level,Contract,UNITED KINGDOM,Large,Fully remote,"pytorch, scala, tensorflow",Master,0,08-10-2024,06-12-2024,TechCorp Inc,Gaming,6.9
Data Engineer,126205,Senior-Level,Full-Time,AUSTRALIA,Large,Fully remote,"spark, linux, gcp",Associate,7,19-01-2024,08-03-2024,Future Systems,Real Estate,6.5
Data Engineer,162483,Mid-Level,Part-Time,NORWAY,Large,Fully remote,"java, statistics, r, docker, scala",Master,3,17-12-2024,02-02-2025,DeepTech Ventures,Consulting,8.3
Machine Learning Engineer,77554,Mid-Level,Contract,ISRAEL,Small,Hybrid,"azure, aws, tensorflow, linux, mathematics",Master,3,26-10-2024,30-11-2024,Algorithmic Solutions,Education,5.5
Ai Product Manager,216415,Executive-Level,Full-Time,JAPAN,Large,on-site,"scala, python, hadoop, git",Master,14,20-01-2024,15-02-2024,Future Systems,Transportation,7.5
Ai Architect,130182,Senior-Level,Freelance,GERMANY,Small,Hybrid,"sql, tensorflow, gcp",Bachelor,9,27-03-2025,17-05-2025,Machine Intelligence Group,Education,5.9
Data Scientist,187797,Executive-Level,Freelance,SINGAPORE,Small,Fully remote,"r, mlops, kubernetes, statistics, deep learning",PhD,18,30-06-2024,03-09-2024,Advanced Robotics,Healthcare,5.2
Ai Software Engineer,123365,Mid-Level,Freelance,IRELAND,Large,Fully remote,"kubernetes, mathematics, tensorflow, aws",Associate,4,20-01-2025,24-03-2025,Quantum Computing Inc,Manufacturing,5.6
Data Analyst,69926,Entry-Level,Full-Time,AUSTRIA,Large,Hybrid,"gcp, mlops, statistics",Master,1,23-04-2024,20-06-2024,Cognitive Computing,Real Estate,7.5
Ai Architect,80574,Entry-Level,Full-Time,UNITED KINGDOM,Medium,Hybrid,"python, deep learning, kubernetes",Associate,0,31-07-2024,23-08-2024,Neural Networks Co,Finance,6.7
Computer Vision Engineer,80148,Entry-Level,Contract,UNITED STATES,Small,Hybrid,"kubernetes, tensorflow, computer vision, hadoop, linux",PhD,1,28-10-2024,23-12-2024,DataVision Ltd,Transportation,6.7
Machine Learning Engineer,270850,Executive-Level,Contract,GERMANY,Large,Fully remote,"statistics, python, data visualization, scala",Associate,11,04-02-2025,09-03-2025,Neural Networks Co,Gaming,9.5
Deep Learning Engineer,160933,Senior-Level,Contract,SWITZERLAND,Medium,Fully remote,"docker, r, mathematics, spark, azure",PhD,7,19-03-2024,19-04-2024,DataVision Ltd,Energy,8
Machine Learning Researcher,165119,Executive-Level,Full-Time,IRELAND,Medium,on-site,"data visualization, hadoop, python, linux",Bachelor,16,05-02-2024,27-02-2024,Cognitive Computing,Energy,5.5
Deep Learning Engineer,145099,Senior-Level,Part-Time,GERMANY,Large,Hybrid,"gcp, linux, tableau, spark, data visualization",Master,7,11-03-2025,07-05-2025,Smart Analytics,Media,6.9
Nlp Engineer,51742,Entry-Level,Freelance,JAPAN,Small,Fully remote,"kubernetes, python, data visualization, git",PhD,1,28-02-2024,19-03-2024,Autonomous Tech,Education,8.3
Ai Software Engineer,109327,Senior-Level,Contract,SWEDEN,Medium,Hybrid,"docker, mlops, aws",PhD,9,03-07-2024,24-07-2024,DataVision Ltd,Consulting,9
Ai Specialist,151570,Mid-Level,Part-Time,SWITZERLAND,Medium,Fully remote,"tableau, kubernetes, tensorflow, spark",Master,2,27-05-2024,18-07-2024,Advanced Robotics,Government,7.2
Deep Learning Engineer,214037,Executive-Level,Part-Time,SWEDEN,Small,on-site,"mathematics, computer vision, linux",Master,19,18-03-2024,11-04-2024,Advanced Robotics,Government,9.1
Ai Product Manager,238972,Executive-Level,Contract,FINLAND,Large,on-site,"gcp, hadoop, tableau, deep learning",Master,18,10-01-2024,29-02-2024,Predictive Systems,Healthcare,9.8
Data Analyst,120788,Senior-Level,Part-Time,GERMANY,Large,Hybrid,"spark, linux, deep learning, git, tensorflow",Associate,7,24-07-2024,15-09-2024,Cognitive Computing,Retail,8.3
Ai Product Manager,161084,Senior-Level,Full-Time,UNITED STATES,Large,on-site,"linux, tableau, data visualization, hadoop",Bachelor,7,23-01-2024,16-03-2024,Future Systems,Telecommunications,8
Ai Specialist,224471,Executive-Level,Part-Time,CANADA,Medium,Fully remote,"sql, nlp, azure",Master,17,04-12-2024,02-02-2025,Neural Networks Co,Government,5.4
Robotics Engineer,162992,Senior-Level,Contract,AUSTRALIA,Large,Fully remote,"r, nlp, linux, sql",Bachelor,8,22-08-2024,27-09-2024,Future Systems,Government,6.8
Data Analyst,30696,Entry-Level,Contract,CHINA,Small,on-site,"gcp, nlp, linux, r",Master,0,08-10-2024,14-11-2024,Algorithmic Solutions,Media,9.1
Research Scientist,98339,Senior-Level,Contract,AUSTRIA,Medium,on-site,"pytorch, r, tensorflow",Associate,5,28-03-2025,07-06-2025,Neural Networks Co,Retail,5.7
Research Scientist,129262,Senior-Level,Contract,AUSTRIA,Medium,on-site,"python, azure, docker, r, git",PhD,7,08-01-2024,05-02-2024,Autonomous Tech,Energy,8.5
Machine Learning Engineer,112931,Senior-Level,Part-Time,CANADA,Large,on-site,"python, tableau, docker",Associate,8,14-12-2024,25-01-2025,Cognitive Computing,Consulting,6.5
Ai Product Manager,109950,Mid-Level,Full-Time,IRELAND,Large,on-site,"azure, aws, linux, docker",Associate,3,25-07-2024,12-09-2024,Autonomous Tech,Media,8.2
Computer Vision Engineer,84503,Entry-Level,Full-Time,GERMANY,Large,on-site,"r, linux, nlp",PhD,1,19-04-2024,20-06-2024,Smart Analytics,Gaming,5.6
Principal Data Scientist,89243,Mid-Level,Freelance,SWEDEN,Medium,Fully remote,"azure, data visualization, kubernetes, docker",PhD,3,09-11-2024,14-12-2024,Predictive Systems,Retail,8
Data Analyst,194683,Senior-Level,Freelance,SWITZERLAND,Medium,Fully remote,"hadoop, sql, linux, scala",PhD,8,03-03-2024,11-05-2024,Autonomous Tech,Real Estate,7.7
Data Scientist,34111,Mid-Level,Part-Time,CHINA,Small,Hybrid,"statistics, aws, r",Master,2,10-08-2024,03-09-2024,AI Innovations,Telecommunications,6.5
Nlp Engineer,104286,Mid-Level,Part-Time,SINGAPORE,Large,Fully remote,"mlops, docker, java, spark",PhD,4,19-04-2024,07-06-2024,Cognitive Computing,Finance,8.2
Research Scientist,87236,Mid-Level,Freelance,GERMANY,Medium,Fully remote,"java, hadoop, python, spark, tensorflow",Associate,3,23-02-2024,13-04-2024,DataVision Ltd,Technology,9.6
Head Of Ai,61002,Entry-Level,Part-Time,GERMANY,Large,Hybrid,"computer vision, kubernetes, hadoop",Master,1,14-07-2024,31-07-2024,Advanced Robotics,Media,5.9
Autonomous Systems Engineer,131108,Mid-Level,Freelance,UNITED KINGDOM,Large,Fully remote,"aws, mlops, tableau",PhD,3,18-02-2024,21-04-2024,TechCorp Inc,Government,5.8
Nlp Engineer,109470,Mid-Level,Part-Time,UNITED KINGDOM,Large,Fully remote,"python, tensorflow, statistics",Master,3,03-03-2025,01-05-2025,Autonomous Tech,Media,6.5
Ai Consultant,63355,Entry-Level,Full-Time,UNITED KINGDOM,Small,Hybrid,"pytorch, linux, python, scala",Bachelor,0,12-07-2024,09-09-2024,DataVision Ltd,Healthcare,9.1
Data Engineer,199949,Executive-Level,Part-Time,AUSTRIA,Medium,Hybrid,"git, spark, gcp",Master,17,30-08-2024,10-11-2024,TechCorp Inc,Retail,8.9
Principal Data Scientist,59401,Entry-Level,Freelance,CANADA,Small,Hybrid,"git, sql, scala",PhD,0,27-04-2024,16-05-2024,Algorithmic Solutions,Energy,9.9
Head Of Ai,100922,Mid-Level,Part-Time,SOUTH KOREA,Large,Fully remote,"python, git, sql, java, computer vision",PhD,3,21-12-2024,20-02-2025,Machine Intelligence Group,Real Estate,8
Data Analyst,64014,Entry-Level,Full-Time,ISRAEL,Medium,Hybrid,"sql, pytorch, computer vision, git",Master,1,01-08-2024,16-08-2024,Predictive Systems,Finance,8.9
Ai Consultant,164409,Senior-Level,Contract,AUSTRALIA,Large,on-site,"kubernetes, pytorch, mathematics, sql, tableau",Master,6,30-08-2024,01-11-2024,Digital Transformation LLC,Gaming,7.2
Nlp Engineer,214487,Executive-Level,Freelance,FRANCE,Medium,Fully remote,"kubernetes, sql, pytorch",Master,11,29-09-2024,04-11-2024,Cloud AI Solutions,Government,8.5
Autonomous Systems Engineer,133642,Mid-Level,Part-Time,NORWAY,Large,Fully remote,"scala, statistics, spark",Master,4,25-05-2024,13-07-2024,Predictive Systems,Manufacturing,7.5
Ai Software Engineer,93357,Entry-Level,Contract,UNITED STATES,Large,on-site,"computer vision, nlp, tableau, python",PhD,1,28-06-2024,07-08-2024,TechCorp Inc,Healthcare,7.6
Robotics Engineer,68512,Senior-Level,Freelance,CHINA,Medium,on-site,"linux, mlops, aws, statistics",PhD,9,11-12-2024,29-01-2025,Algorithmic Solutions,Technology,8
Ai Specialist,134492,Mid-Level,Part-Time,DENMARK,Medium,Hybrid,"mlops, gcp, java, hadoop",Master,4,21-02-2024,23-03-2024,AI Innovations,Retail,5.2
Autonomous Systems Engineer,131311,Senior-Level,Contract,JAPAN,Medium,on-site,"scala, r, azure, git, kubernetes",Associate,5,10-08-2024,23-09-2024,DeepTech Ventures,Manufacturing,8.9
Principal Data Scientist,255914,Executive-Level,Part-Time,UNITED KINGDOM,Medium,on-site,"git, kubernetes, nlp",PhD,15,29-01-2025,25-03-2025,Machine Intelligence Group,Gaming,7.6
Ml Ops Engineer,49654,Entry-Level,Full-Time,IRELAND,Small,Fully remote,"scala, linux, sql, statistics",PhD,0,14-04-2024,16-06-2024,Predictive Systems,Real Estate,7.4
Ai Architect,47136,Entry-Level,Contract,ISRAEL,Small,on-site,"pytorch, sql, docker, aws, linux",PhD,1,06-05-2024,21-06-2024,Quantum Computing Inc,Technology,9
Ai Research Scientist,42011,Mid-Level,Full-Time,INDIA,Large,Hybrid,"computer vision, java, python, azure, git",Master,3,15-01-2024,12-02-2024,DataVision Ltd,Real Estate,8.1
Ai Consultant,119147,Mid-Level,Freelance,FINLAND,Large,Fully remote,"java, pytorch, mlops, hadoop, nlp",Associate,4,21-04-2024,23-05-2024,DeepTech Ventures,Consulting,7.3
Ml Ops Engineer,98976,Mid-Level,Contract,UNITED STATES,Small,Hybrid,"computer vision, tensorflow, python, git, r",Bachelor,2,22-10-2024,31-12-2024,Smart Analytics,Consulting,6.7
Autonomous Systems Engineer,50267,Entry-Level,Full-Time,GERMANY,Small,Fully remote,"spark, tensorflow, kubernetes, java, mathematics",Master,1,25-04-2025,25-05-2025,Machine Intelligence Group,Real Estate,8.6
Robotics Engineer,26722,Entry-Level,Full-Time,CHINA,Small,on-site,"git, sql, r, gcp",Bachelor,0,13-10-2024,11-11-2024,Digital Transformation LLC,Consulting,6.1
Ml Ops Engineer,131283,Senior-Level,Contract,UNITED KINGDOM,Medium,Hybrid,"tableau, tensorflow, docker, gcp, scala",Bachelor,6,07-04-2024,30-05-2024,Cognitive Computing,Telecommunications,8.5
Ai Product Manager,117952,Senior-Level,Freelance,SINGAPORE,Medium,Hybrid,"mlops, sql, python, computer vision",PhD,5,25-04-2024,10-06-2024,AI Innovations,Technology,5.7
Deep Learning Engineer,25607,Mid-Level,Part-Time,INDIA,Medium,Fully remote,"pytorch, linux, tableau, gcp",Bachelor,2,30-12-2024,17-01-2025,Digital Transformation LLC,Media,6.9
Deep Learning Engineer,233172,Executive-Level,Part-Time,UNITED STATES,Medium,Hybrid,"sql, tableau, deep learning, java",PhD,18,30-04-2024,19-06-2024,TechCorp Inc,Telecommunications,6
Data Analyst,74780,Entry-Level,Part-Time,AUSTRALIA,Large,Fully remote,"aws, gcp, kubernetes",Bachelor,1,04-03-2025,24-03-2025,Quantum Computing Inc,Consulting,8.9
Ai Research Scientist,166556,Senior-Level,Full-Time,SWITZERLAND,Large,on-site,"nlp, r, scala",Bachelor,7,15-09-2024,14-10-2024,Advanced Robotics,Finance,7.1
Ai Research Scientist,276912.875,Executive-Level,Contract,UNITED STATES,Large,Hybrid,"spark, hadoop, pytorch",Associate,17,15-12-2024,03-01-2025,Advanced Robotics,Technology,8.2
Research Scientist,226551,Senior-Level,Freelance,SWITZERLAND,Large,on-site,"r, python, tableau, deep learning",Bachelor,9,08-02-2024,21-03-2024,Advanced Robotics,Retail,9
Ai Consultant,182206,Executive-Level,Part-Time,SWEDEN,Medium,Hybrid,"sql, java, tableau, statistics, pytorch",Master,18,21-09-2024,02-11-2024,Machine Intelligence Group,Media,7.5
Ai Consultant,155691,Senior-Level,Contract,AUSTRIA,Large,Fully remote,"hadoop, tensorflow, gcp, spark",PhD,6,12-01-2025,16-02-2025,Smart Analytics,Telecommunications,7.4
Machine Learning Researcher,69981,Entry-Level,Part-Time,SWEDEN,Small,Hybrid,"python, deep learning, tensorflow, scala",Master,0,27-03-2024,04-06-2024,Cognitive Computing,Technology,5.3
Computer Vision Engineer,115602,Mid-Level,Freelance,DENMARK,Small,Hybrid,"tensorflow, git, tableau, statistics, scala",Associate,2,31-07-2024,20-09-2024,Autonomous Tech,Consulting,7.9
Data Analyst,65661,Entry-Level,Full-Time,UNITED KINGDOM,Large,Fully remote,"aws, r, nlp, kubernetes",Associate,1,10-03-2024,01-04-2024,Future Systems,Automotive,6.6
Ml Ops Engineer,54988,Entry-Level,Freelance,FRANCE,Medium,Fully remote,"hadoop, sql, deep learning",Bachelor,1,20-06-2024,16-08-2024,Machine Intelligence Group,Energy,5.6
Deep Learning Engineer,255127,Executive-Level,Full-Time,UNITED KINGDOM,Large,on-site,"git, pytorch, java",Associate,13,15-01-2024,25-03-2024,Quantum Computing Inc,Healthcare,7.5
Nlp Engineer,60129,Entry-Level,Contract,FINLAND,Large,Hybrid,"aws, pytorch, tensorflow",Associate,0,12-01-2024,12-03-2024,Smart Analytics,Real Estate,6.7
Nlp Engineer,151050,Executive-Level,Full-Time,FINLAND,Medium,Fully remote,"git, pytorch, statistics, r",Bachelor,13,08-07-2024,04-09-2024,Smart Analytics,Technology,7.8
Nlp Engineer,102467,Mid-Level,Freelance,FRANCE,Large,on-site,"pytorch, hadoop, deep learning, statistics",PhD,3,19-05-2024,26-07-2024,Future Systems,Healthcare,8.1
Ai Software Engineer,91655,Mid-Level,Freelance,SWEDEN,Medium,Hybrid,"r, linux, spark, scala, python",Associate,3,13-09-2024,11-11-2024,Digital Transformation LLC,Gaming,9.4
Machine Learning Engineer,114161,Mid-Level,Full-Time,FRANCE,Large,Hybrid,"java, python, spark",Master,2,30-11-2024,30-01-2025,DeepTech Ventures,Government,9.2
Data Analyst,73257,Mid-Level,Contract,AUSTRIA,Medium,Fully remote,"aws, pytorch, spark, statistics",Bachelor,2,28-05-2024,25-07-2024,AI Innovations,Education,9.4
Computer Vision Engineer,108618,Mid-Level,Freelance,ISRAEL,Large,on-site,"java, docker, gcp, r",PhD,3,18-01-2024,22-02-2024,Predictive Systems,Finance,7.5
Ai Specialist,62843,Entry-Level,Freelance,DENMARK,Small,Hybrid,"aws, azure, mathematics, docker, kubernetes",Bachelor,1,23-02-2024,25-04-2024,Quantum Computing Inc,Education,6.3
Research Scientist,178712,Senior-Level,Freelance,NETHERLANDS,Large,Hybrid,"pytorch, sql, nlp, docker, spark",Bachelor,8,22-02-2025,23-03-2025,Cloud AI Solutions,Finance,8.8
Machine Learning Researcher,66399,Entry-Level,Full-Time,SWEDEN,Medium,on-site,"deep learning, python, sql, gcp, hadoop",Bachelor,0,05-05-2024,23-06-2024,Algorithmic Solutions,Consulting,6.6
Deep Learning Engineer,26206,Mid-Level,Part-Time,INDIA,Small,Hybrid,"pytorch, scala, git, data visualization, spark",Master,4,02-05-2024,25-06-2024,Smart Analytics,Gaming,9.7
Autonomous Systems Engineer,132926,Senior-Level,Contract,CANADA,Medium,Fully remote,"r, deep learning, hadoop",Bachelor,9,05-12-2024,30-01-2025,Advanced Robotics,Healthcare,6.3
Machine Learning Researcher,212788,Senior-Level,Full-Time,NORWAY,Large,Fully remote,"python, statistics, tensorflow, tableau",PhD,9,24-02-2025,01-04-2025,Algorithmic Solutions,Consulting,5.6
Ai Specialist,38991,Entry-Level,Freelance,SOUTH KOREA,Small,Fully remote,"docker, python, tensorflow",Master,1,02-07-2024,15-08-2024,Machine Intelligence Group,Telecommunications,9.8
Ai Product Manager,50232,Entry-Level,Part-Time,ISRAEL,Small,Fully remote,"statistics, r, data visualization, tableau, deep learning",PhD,1,07-01-2025,06-02-2025,Algorithmic Solutions,Manufacturing,7.2
Ai Software Engineer,134499,Executive-Level,Part-Time,FINLAND,Medium,Hybrid,"sql, nlp, spark, python",PhD,13,15-11-2024,05-12-2024,DataVision Ltd,Real Estate,7.2
Research Scientist,148779,Executive-Level,Part-Time,SOUTH KOREA,Large,Fully remote,"r, azure, tableau, docker",Associate,17,24-04-2025,20-05-2025,Future Systems,Telecommunications,9.9
Principal Data Scientist,70847,Entry-Level,Freelance,NORWAY,Small,Fully remote,"r, data visualization, gcp",Associate,1,23-10-2024,13-11-2024,Autonomous Tech,Energy,9.5
Ai Software Engineer,62204,Entry-Level,Full-Time,IRELAND,Large,on-site,"aws, nlp, kubernetes, r",Associate,0,06-10-2024,09-12-2024,Algorithmic Solutions,Manufacturing,5.9
Ai Software Engineer,129841,Executive-Level,Full-Time,SINGAPORE,Small,Fully remote,"r, sql, nlp, azure, python",Master,17,01-01-2024,14-03-2024,DataVision Ltd,Finance,9.3
Data Analyst,155034,Senior-Level,Full-Time,NETHERLANDS,Medium,Hybrid,"tensorflow, python, mlops, pytorch, tableau",Master,9,14-11-2024,31-12-2024,Cognitive Computing,Healthcare,9.2
Ai Software Engineer,187509,Executive-Level,Freelance,JAPAN,Small,Fully remote,"r, mlops, java, statistics, tensorflow",Master,15,13-05-2024,31-05-2024,Algorithmic Solutions,Automotive,9.4
Ai Consultant,177222,Executive-Level,Freelance,FRANCE,Medium,Hybrid,"aws, git, nlp, linux",Bachelor,10,25-02-2025,07-04-2025,DataVision Ltd,Automotive,7.7
Ml Ops Engineer,276912.875,Executive-Level,Freelance,NORWAY,Large,Fully remote,"tensorflow, python, mlops, java, r",PhD,17,16-04-2025,27-06-2025,Predictive Systems,Healthcare,9
Ai Product Manager,51703,Entry-Level,Part-Time,GERMANY,Small,Fully remote,"linux, docker, git, r",Associate,1,26-02-2025,15-04-2025,Future Systems,Retail,6.4
Data Analyst,161634,Senior-Level,Freelance,ISRAEL,Large,Hybrid,"python, azure, mathematics",Bachelor,7,22-02-2025,31-03-2025,AI Innovations,Retail,7
Ai Product Manager,166572,Senior-Level,Freelance,JAPAN,Large,Fully remote,"docker, java, r, sql, aws",PhD,8,17-09-2024,27-10-2024,Predictive Systems,Retail,9.2
Nlp Engineer,208798,Executive-Level,Contract,SWEDEN,Large,Hybrid,"kubernetes, data visualization, tensorflow",Master,19,02-12-2024,28-01-2025,AI Innovations,Automotive,5.2
Data Analyst,86613,Mid-Level,Freelance,FINLAND,Large,Fully remote,"git, gcp, computer vision, aws, hadoop",PhD,2,16-11-2024,04-12-2024,Neural Networks Co,Manufacturing,6.7
Machine Learning Engineer,117597,Mid-Level,Part-Time,SWITZERLAND,Large,on-site,"data visualization, docker, java",Bachelor,4,30-03-2024,20-04-2024,Machine Intelligence Group,Automotive,5.2
Data Analyst,22513,Entry-Level,Contract,INDIA,Large,on-site,"deep learning, gcp, mathematics, r",Associate,0,05-05-2024,20-06-2024,Future Systems,Telecommunications,7.9
Machine Learning Engineer,105654,Mid-Level,Contract,SINGAPORE,Large,on-site,"mathematics, git, scala, linux",Bachelor,4,15-01-2025,03-02-2025,Quantum Computing Inc,Education,9.7
Ai Consultant,224641,Executive-Level,Full-Time,SINGAPORE,Large,Fully remote,"linux, java, mathematics, hadoop, sql",Associate,12,20-09-2024,09-10-2024,Autonomous Tech,Education,6.6
Computer Vision Engineer,92817,Mid-Level,Contract,DENMARK,Small,Fully remote,"pytorch, linux, tensorflow, r, mathematics",Associate,4,05-06-2024,23-06-2024,Neural Networks Co,Finance,8.8
Deep Learning Engineer,87012,Entry-Level,Part-Time,AUSTRIA,Large,Fully remote,"linux, pytorch, computer vision",Bachelor,1,26-01-2025,20-02-2025,Autonomous Tech,Retail,9.6
Ai Product Manager,176978,Executive-Level,Part-Time,FINLAND,Small,Fully remote,"hadoop, docker, linux",PhD,19,11-07-2024,06-08-2024,Digital Transformation LLC,Automotive,8.9
Ai Software Engineer,31871,Mid-Level,Contract,INDIA,Large,on-site,"statistics, mathematics, tensorflow",Associate,4,08-04-2024,08-06-2024,Future Systems,Transportation,7.7
Data Engineer,111513,Mid-Level,Freelance,UNITED STATES,Small,on-site,"kubernetes, azure, deep learning, data visualization, sql",Associate,3,09-06-2024,23-06-2024,AI Innovations,Healthcare,7.5
Data Scientist,124502,Senior-Level,Contract,AUSTRIA,Medium,Fully remote,"linux, tableau, python, computer vision, tensorflow",Master,7,07-03-2024,30-03-2024,DeepTech Ventures,Retail,6
Ai Architect,143750,Senior-Level,Contract,FRANCE,Medium,Hybrid,"java, aws, git",PhD,9,10-06-2024,15-07-2024,Predictive Systems,Finance,9.6
Deep Learning Engineer,107546,Senior-Level,Part-Time,GERMANY,Medium,on-site,"tableau, python, pytorch",Master,9,20-02-2025,09-04-2025,Quantum Computing Inc,Finance,8.7
Research Scientist,208493,Executive-Level,Freelance,GERMANY,Large,Fully remote,"r, sql, pytorch",PhD,19,07-10-2024,03-11-2024,AI Innovations,Manufacturing,6.4
Computer Vision Engineer,276912.875,Executive-Level,Contract,NORWAY,Medium,Fully remote,"gcp, python, sql",Bachelor,18,06-10-2024,20-11-2024,Autonomous Tech,Real Estate,5.3
Ai Product Manager,79948,Mid-Level,Contract,IRELAND,Small,Fully remote,"scala, kubernetes, computer vision, tableau, docker",Bachelor,4,15-02-2025,30-03-2025,AI Innovations,Healthcare,9
Ai Research Scientist,139049,Mid-Level,Freelance,SWITZERLAND,Medium,Hybrid,"scala, java, tensorflow, tableau",Master,3,23-02-2024,12-04-2024,DeepTech Ventures,Healthcare,6.1
Nlp Engineer,123828,Mid-Level,Freelance,UNITED STATES,Large,Fully remote,"spark, azure, mlops, r, gcp",Bachelor,4,13-04-2025,20-05-2025,Quantum Computing Inc,Automotive,5.3
Research Scientist,125635,Mid-Level,Part-Time,NORWAY,Large,Fully remote,"pytorch, tableau, sql, nlp",Master,4,30-07-2024,27-08-2024,Neural Networks Co,Government,7.2
Data Scientist,102852,Mid-Level,Part-Time,UNITED STATES,Small,Fully remote,"scala, linux, python, aws",Associate,2,14-06-2024,13-07-2024,Smart Analytics,Automotive,9.2
Autonomous Systems Engineer,126788,Senior-Level,Contract,FRANCE,Small,Fully remote,"tableau, computer vision, kubernetes, r",Bachelor,9,12-03-2024,21-04-2024,Smart Analytics,Government,9
Research Scientist,140019,Executive-Level,Contract,UNITED KINGDOM,Small,on-site,"scala, tensorflow, hadoop",PhD,15,05-04-2024,17-06-2024,Cloud AI Solutions,Consulting,7.8
Ml Ops Engineer,225786,Executive-Level,Freelance,JAPAN,Medium,Fully remote,"git, kubernetes, computer vision, python, deep learning",Master,13,03-09-2024,04-11-2024,Algorithmic Solutions,Gaming,9.1
Principal Data Scientist,126761,Senior-Level,Freelance,AUSTRIA,Small,on-site,"java, kubernetes, python, computer vision, tensorflow",Associate,9,23-08-2024,20-09-2024,DeepTech Ventures,Energy,8.6
Ai Specialist,97895,Senior-Level,Full-Time,ISRAEL,Small,on-site,"python, scala, docker, azure, deep learning",Master,6,06-05-2024,24-06-2024,Neural Networks Co,Transportation,5.6
